07:36:47:324 [ 'ORDEN ID', 226 ]
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:09:165 [ 'VOLUMEN', { '5': 0 } ]
08:39:09:170 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:10:168 [ 'VOLUMEN', { '5': 0 } ]
08:39:10:174 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:11:172 [ 'VOLUMEN', { '5': 0 } ]
08:39:11:177 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:12:175 [ 'VOLUMEN', { '5': 0 } ]
08:39:12:181 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:13:178 [ 'VOLUMEN', { '5': 0 } ]
08:39:13:183 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:14:181 [ 'VOLUMEN', { '5': 0 } ]
08:39:14:186 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:15:185 [ 'VOLUMEN', { '5': 0 } ]
08:39:15:190 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:16:188 [ 'VOLUMEN', { '5': 0 } ]
08:39:16:194 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:17:191 [ 'VOLUMEN', { '5': 0 } ]
08:39:17:197 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:18:194 [ 'VOLUMEN', { '5': 0 } ]
08:39:18:199 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:19:197 [ 'VOLUMEN', { '5': 0 } ]
08:39:19:203 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:20:201 [ 'VOLUMEN', { '5': 0 } ]
08:39:20:206 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:21:204 [ 'VOLUMEN', { '5': 0 } ]
08:39:21:210 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:22:207 [ 'VOLUMEN', { '5': 0 } ]
08:39:22:213 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
08:39:23:210 [ 'VOLUMEN', { '5': 0 } ]
08:39:23:215 [
  'ERROR ARDUINO SERVICE',
  "TypeError: Cannot read properties of undefined (reading 'configuration')\n" +
    '    at Object.<anonymous> (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1170471)\n' +
    '    at Generator.next (<anonymous>)\n' +
    '    at e (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784740)\n' +
    '    at p (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1784942)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6571)\n' +
    '    at Object.onInvoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/main.7ee2ce97d34f1c1f.js:1:1444744)\n' +
    '    at v.invoke (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:6511)\n' +
    '    at M.run (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:1952)\n' +
    '    at file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:16781\n' +
    '    at v.invokeTask (file:///C:/Users/BETA/3D%20Objects/PROYECTO%20ACTUALIZADO/migracion/dist/polyfills.2df6411db4f4c4cf.js:1:7189)'
]
